mean_r,mean_g,mean_b,std_r,std_g,std_b,mean_gray,std_gray,entropy,mean_h,mean_s,mean_v,std_h,std_s,std_v,Soil Type
0.6272547104779411,0.653799019607843,0.6074994255514705,0.16798771723165498,0.12463669088407663,0.19130021226782862,0.640692018995098,0.12620581971248016,6.401083244803155,0.2191387101715686,0.276675474877451,0.7214604396446078,0.18202136804355937,0.15301947805648147,0.16005933979063036,Arid
0.7476552925857844,0.6338714001225491,0.5610083486519608,0.12318415746618878,0.15122214947747775,0.2539381038660177,0.659631587009804,0.1310963245572887,6.905060738184664,0.25312978707107836,0.3838005514705882,0.8059321384803922,0.25079036718374625,0.18246781384236443,0.11931318266332383,Arid
0.6501589307598039,0.44462890624999996,0.33258942248774515,0.12655573637211978,0.1009790421349726,0.2721675475347722,0.4933335248161764,0.07935215192422714,6.269506236202426,0.162142884497549,0.6688332950367647,0.7343682981004902,0.20842694883372054,0.09400014515378088,0.11189553817731909,Arid
0.8267980238970589,0.7104444316789216,0.5648494944852941,0.1996458039575533,0.15117726398795922,0.15478412380025022,0.7286238128063726,0.159197752335854,6.755936832122969,0.10272097120098038,0.3653186274509804,0.844299555759804,0.08046050317995179,0.1394092729828207,0.15208261969498765,Arid
0.7774500229779412,0.6011019837622549,0.47521446078431373,0.05564081450495511,0.06163239730998345,0.05318958344218058,0.6394387637867647,0.058008541404185106,5.895509314226327,0.06734260110294116,0.38791743259803924,0.7774500229779412,0.006230840829282793,0.03791466884735311,0.05564081450495511,Arid
0.6230037913602939,0.519875919117647,0.429782284007353,0.05442209399269343,0.050267467946476976,0.042808805361351496,0.5404526654411764,0.05051288875436962,5.664342328672749,0.0754097732843137,0.30878810508578425,0.6230037913602939,0.00466824804047725,0.01896286854749203,0.05442209399269343,Arid
0.7456705729166667,0.5669806985294117,0.4022633272058824,0.07641633256125561,0.06932234559235526,0.06417929776440051,0.6016457950367646,0.06880114066135569,6.100184367336753,0.0775247012867647,0.4591940487132353,0.7456705729166667,0.0047692090738706665,0.06351540937737045,0.07641633256125561,Arid
0.6187854243259804,0.5954111136642157,0.5418112362132352,0.1808038835136821,0.15514561158505996,0.17800359719339212,0.5964010799632353,0.15491084718991388,6.933341274584919,0.22689855238970588,0.29259535845588236,0.6795237821691177,0.21749505909534064,0.08148898851320302,0.17107379136714937,Arid
0.8935537300857843,0.788247740502451,0.6404268152573529,0.15939338956664933,0.18646288364755417,0.20190759267111746,0.8028693704044119,0.1771698399395752,6.936330977306969,0.10204024969362746,0.3037176393995098,0.8962440640318627,0.031207759208274594,0.14541135660600246,0.15440832032411553,Arid
0.7846957337622549,0.4942689185049019,0.14427179074754903,0.11660792187747777,0.10452332082499327,0.09908505385101256,0.5412051930147058,0.09601474769775921,6.301006196107325,0.08539847579656863,0.806869446997549,0.7846957337622549,0.016124000354091103,0.1314966754063423,0.11660792187747777,Arid
0.6005715762867647,0.5781058517156863,0.5639734604779412,0.21467340638338828,0.16060204224249944,0.2641789369377272,0.5832021675857844,0.14048394338606826,7.038173593499018,0.27286783854166663,0.48505859374999993,0.7697983685661767,0.25855951782052655,0.1478897611255943,0.15579272562994223,Arid
0.7421884574142158,0.4911601945465686,0.30801259957107846,0.15785170301497134,0.14109686880047026,0.10108746077486838,0.545358455882353,0.14077879551784148,7.058877010701451,0.06757525275735293,0.5927686504289216,0.7421884574142158,0.00878282557023011,0.06149468140825465,0.15785170301497134,Arid
0.7556822533700981,0.5304074754901961,0.38565602022058826,0.1447015658254026,0.12243944147409544,0.10824259859840321,0.5812739353553922,0.1259304612679466,6.943662055135974,0.06389399509803922,0.4952895220588235,0.7556822533700981,0.008705820056104117,0.0654067502569033,0.1447015658254026,Arid
0.8151635263480392,0.5781460631127451,0.42780426623774515,0.126302494385017,0.11684273534486453,0.10569037261735793,0.6318617876838235,0.1159235874737922,6.839454565927601,0.06378197763480392,0.4792279411764706,0.8151635263480392,0.010278175780776038,0.0728692020915968,0.126302494385017,Arid
0.6580901501225491,0.4737917432598039,0.33325578278186274,0.22802583116157046,0.17693371655106627,0.135995670693302,0.5128389246323529,0.18536610379915636,7.2135121273640594,0.08606196384803921,0.4951028262867647,0.6582241881127451,0.12159327015069152,0.10207021132047905,0.2276467560721999,Arid
0.7397259880514706,0.6243547028186274,0.48270909926470595,0.09009842431278049,0.07690106222491283,0.08413889885477147,0.6428299249387255,0.07930620981135827,6.124738408671764,0.0991766237745098,0.34883003982843136,0.7405187270220589,0.059216905969418164,0.07021701723905763,0.08969905511648082,Arid
0.6683229932598039,0.6935297947303922,0.6761096430759805,0.12082518142823111,0.11426255231606479,0.2061447843490229,0.6840284160539216,0.10518115990238097,6.646671926679318,0.3375804227941176,0.288897824754902,0.7870050168504903,0.2340091401263568,0.1101913854658976,0.12254984480262131,Arid
0.49912588082107845,0.49296204810049027,0.5119159773284314,0.235929067677464,0.2494843668112958,0.30233816699072924,0.4969898897058823,0.24744583802581507,7.540969231548088,0.31132333792892153,0.24728668811274512,0.5737831265318628,0.2741620430684351,0.11483281550453009,0.2904355748096299,Arid
0.666455078125,0.4963273590686274,0.347186159620098,0.1379429407134649,0.11732367050276946,0.09687148627133454,0.5301776960784315,0.12050257857064173,6.897919087855336,0.07546338848039214,0.4837814031862745,0.666455078125,0.0040745515363476365,0.05927384970522716,0.1379429407134649,Arid
0.90059263939951,0.7474159390318629,0.508596622242647,0.0511143445611,0.05750918890643078,0.0587460167299392,0.7660050934436275,0.05481995265754048,5.04179559797619,0.09951746323529415,0.4351275275735295,0.90059263939951,0.005246037250053987,0.047610988415018776,0.0511143445611,Arid
0.8331925934436276,0.6933957567401962,0.46403473498774506,0.1632657068605352,0.14936598075413263,0.12534644220449545,0.7090427772671569,0.14935888569194838,6.263887576720513,0.1011240042892157,0.45373870251225495,0.833194508272059,0.012632584952934964,0.10217811758290382,0.16326156904915043,Arid
